recipeName,protein,carbs,fat,totalCalories,proteinRatio,carbRatio,fatRatio,healthIndex,highProtein,lowCarb,dietType_dash,dietType_keto,dietType_mediterranean,dietType_paleo,dietType_vegan,cuisineType_american,cuisineType_asian,cuisineType_british,cuisineType_caribbean,cuisineType_central europe,cuisineType_chinese,cuisineType_eastern europe,cuisineType_french,cuisineType_indian,cuisineType_italian,cuisineType_japanese,cuisineType_kosher,cuisineType_mediterranean,cuisineType_mexican,cuisineType_middle eastern,cuisineType_nordic,cuisineType_south american,cuisineType_south east asian,cuisineType_world
Vegan Lentil Bolognese with Cashew Parmesan,0.9773583644542715,2.1104168374329944,-0.09573686479180488,3812.4800000000005,0.17940028537854624,0.5712187342622125,0.2493809803592412,0.2074932852106765,1,0,False,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Spinach Fettuccine with Tangy Grilled Summer Squash,-0.0374366890053545,1.3598335008284206,0.1208241633712013,3127.84,0.10214077446416697,0.5178142104455471,0.38004501509028593,0.12375441199038317,1,0,False,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Spicy Vegan Dragon Noodle Salad Recipe,-0.28991039249448664,0.5538964586862484,-0.21654908738652273,2067.17,0.11068272082121935,0.49360236458539936,0.39571491459338126,0.11193128770251119,1,0,False,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Meal-Prep Vegan Moroccan Lettuce Wraps,1.0929594690955238,2.2615233086235804,-0.5138700148569131,3506.91,0.20687157640201775,0.6530307307572764,0.14009769284070595,0.2812444573713041,1,0,False,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Savory Vegan Chickpea Crêpes With Vegetable Ragout,-0.40094536487148924,0.05490620351932891,-0.7061047853177963,1118.32,0.1689319693826454,0.5806209313970957,0.250447099220259,0.2077938336075542,1,0,False,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Fudgy Brownies recipes,-0.23879198495081153,2.428391330564911,0.8038432306372026,4600.59,0.05372354415411936,0.5247587809389664,0.4215176749069141,0.09956527314974814,1,0,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False
Papadums With Whipped Dal,-0.3048338491630106,-0.08684016586023491,-0.4793054332060853,1296.6499999999999,0.17232098098947288,0.4194809701924189,0.40819804881810823,0.09702926772837699,1,0,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False
Oil-free Vegan Pesto Pasta Salad,-0.5780222014606908,0.8163020715262908,-0.6152703752448865,1720.69,0.07283124792960963,0.7063910408033987,0.22077771126699172,0.23817247732014485,1,0,False,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Vegan Pasta Alfredo With Two Stroganoff Variations,-0.1414554093665585,0.5495929636007207,-0.6817785276156735,1606.0900000000001,0.17565640779781955,0.633314446886538,0.19102914531564236,0.24871395749926836,1,0,False,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Repair and Recover Vegan Chia Pudding recipes,-0.8326119174625242,-0.676257611511802,-0.8801562924457796,228.35000000000002,0.14836873220932778,0.4626231661922487,0.3890081015984234,0.11285745566017077,0,1,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Kimchi Udon Noodle Soup,-0.30784081431263854,0.05124823269663045,-0.7614736412323925,1088.2,0.2043374379709612,0.5941922440727807,0.20147031795625803,0.23853703363352324,1,0,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Orange Chocolate Vegan Cheese Cake recipes,-0.04500978641923238,1.3264276202270127,2.8913146238907474,6144.530000000001,0.05155154259154076,0.2595479231121013,0.6889005342963579,-0.0873855282666046,1,0,False,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Vegan Chocolate-Peanut Butter Pudding Cups,-0.19758542549294703,1.0137787022634361,1.2599810391999038,4064.7200000000003,0.06444724359857505,0.33515715719655964,0.6003955992048653,-0.026721643803263195,1,0,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Creamy Vegan Linguine with Wild Mushrooms recipes,0.217709872394558,1.1979144982354464,-0.21540239510426776,2729.63,0.15061381945538405,0.5492466011877067,0.30013957935690916,0.1748409125046252,1,0,False,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Shiny Happy Poppers,-0.5698922586487338,0.2576546157362456,-0.014895058892830937,1967.9100000000003,0.06516558175932842,0.4065633082813746,0.5282711099592969,0.023693664852559304,1,0,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False
Spinach Dip,-0.5841475008395626,-0.5867987074213981,0.12025081723007365,1483.37,0.08300019550078538,0.11606005244814174,0.8009397520510729,-0.16895784598582952,1,1,False,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Vegan Salty Peanut Butter Ice Cream Recipe,-0.04222555942883613,0.852881779753275,1.9217862992441883,4728.08,0.06720698465338996,0.2628297321534323,0.6699632831931778,-0.07569499670056343,1,0,False,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Vegan Sweet Potato and Pumpkin Pudding Cups,-0.7271453990663141,0.010311235695549556,-0.3553807601309612,1353.38,0.05302280216938332,0.45527494125818313,0.49170225657243344,0.05050614018235822,0,0,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Sticky toffee pear pudding,-0.493270331873029,4.430592419106604,0.7324206827710372,5919.51,0.026312988744000766,0.6593451147138868,0.3143418965421124,0.17732937354612122,1,0,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Foolproof Vegan Vanilla Coconut Ice Cream Recipe,-0.6803703856276571,0.5462039612208678,0.8364420540898789,3078.25,0.028769593112970032,0.3296158531633233,0.6416145537237067,-0.05200714691789168,1,0,False,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
KALE + EDAMAME DUMPLINGS w/ SIMPLE DIPPING SAUCE recipes,-0.09256438341520032,1.1627334259112585,-0.7739234431540175,1978.32,0.15148206559100652,0.7446115896316066,0.10390634477738687,0.31211735209672853,1,0,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False
Vegan Quinoa-Stuffed Grilled Zucchini recipes,-0.5243423050858511,-0.2415508141849503,-0.3647181115721801,1228.6799999999998,0.11768727414786602,0.3490575251489404,0.5332552007031937,0.014952632092977869,1,0,False,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
"Vegan, Gluten Free Butternut Squash Gratin",0.23630850869040498,0.6505637170449109,-0.45145719206560797,2069.93,0.2018425743865735,0.5276700178266899,0.27048740778673674,0.190474557110627,1,0,False,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Vegan Toasted Coconut And Pistachio Ice Cream,-0.7583287413587522,-0.04407418344780478,-0.07403161802055044,1610.8899999999999,0.03759412498680854,0.3573924973151488,0.6050133776980428,-0.02726877688731072,0,0,False,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Vegan Dark Chocolate-Avocado Cake recipes,-0.14691249426773512,4.329191316153861,1.4856336990293595,6796.15,0.041223339684968704,0.5632012242225378,0.39557543609249357,0.1189748607667577,1,0,False,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Chana Masala Pockets with Tofu and Arugula,1.442547010009677,2.4605599563292295,-0.07493259052803647,4262.78,0.19964436353740986,0.5719553906136371,0.22840024584895308,0.22015539155199187,1,0,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Vegan Chocolate Cake with Creamy Chocolate Filling,-0.004694179598294599,4.252266341500056,1.1884765847421486,6463.51,0.05124769668492816,0.5833362986983852,0.36541600461668655,0.1390840270998266,1,0,False,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Vegan Quinoa-Cranberry Stuffed Acorn Squash,-0.41809620313233015,1.0094752071779085,-0.4053437810006411,2152.44,0.08490829012655404,0.6314322350448792,0.2836594748285667,0.19294753860734792,1,0,False,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Karina's Gluten-Free Pumpkin Pie With Praline And Coconut-Pecan Crust,-0.44215192432935374,2.433340349913268,1.8248088948020555,5653.08,0.030800908531278526,0.4277102039949904,0.5414888874737311,0.01787768791526037,1,0,False,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Vegan Vanilla Bean Coconut Milk Ice Cream,-0.735386710957887,0.012516776926882406,0.5197092644127442,2313.62,0.029736949023608027,0.2670274288776895,0.7032356220987025,-0.09523863037145254,0,0,False,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Strawberries with Pomegranate Molasses and Vegan Whip Cream,-0.7455212972029295,0.29348121232326246,0.13966267943681818,2101.3,0.031009375148717457,0.39343263693903774,0.5755579879122448,-0.005991529053443079,0,0,False,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Vegan Wild-Rice-Stuffed Butternut Squash,-0.5137622425223454,0.8285670325200442,-0.32491150805961544,2071.94,0.07162369566686294,0.5910402810892207,0.3373360232439163,0.15670241416257225,1,0,False,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Vegan Seitan and Mushroom Ragù Bolognese Recipe,0.5522625875605716,-0.22320716638288915,-0.14488081974558842,1870.56,0.28402189718586945,0.2365708664784877,0.4794072363356428,0.03601274484646311,1,0,False,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Mini Vegan Key Lime Icebox Pies,-0.5401567143913019,0.8773041143636436,5.602914245057343,8612.27,0.0161304743116507,0.14640042636842548,0.8374690993199237,-0.1878414169551117,1,0,False,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Foolproof Vegan Chocolate Coconut Ice Cream Recipe,-0.609873758230824,0.6439470933509123,0.8726447675724995,3216.0299999999997,0.035410117442934305,0.3380938610647289,0.6264960214923369,-0.04208822678892918,1,0,False,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Vegan Shepherd’s Pie with Gravy recipes,-0.4499477599024633,1.1184074265303245,-0.5137062016737338,2102.93,0.08146728611984232,0.684815947273566,0.23371676660659177,0.22825153476340157,1,0,False,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Recipe: Vegan Creamy Curried Cauliflower Soup,-0.5624305303144719,-0.2936768984084028,-0.17879014866369905,1380.54,0.09483245686470511,0.2825850754052762,0.6225824677300187,-0.04529097309748356,1,0,False,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Creamy Vegan Saag Paneer (With Tofu) Recipe,-0.36319124688171606,-0.38049991175892106,-0.4460513570206918,1093.87,0.18510426284659057,0.29762220373536163,0.5172735334180478,0.0193981003227075,1,0,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Spiced Butternut Squash Lentil Soup (Vegan),-0.20694042818067832,0.451688450404969,-0.6839900055885937,1507.3400000000001,0.17156049729987927,0.6265076226995899,0.20193188000053072,0.24149163426964057,1,0,False,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
"Gluten-Free, Vegan Cranberry-Almond Tartlets",-0.1362210626246136,1.4304108202310721,0.4964477924012866,3557.58,0.07982954705164746,0.4700161345633829,0.45015431838496955,0.07690902242535658,1,0,False,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Flying Tofu Wedges,-0.2924718813256513,-0.679108677005964,-0.6520464348686345,670.88,0.33967326496541855,0.15430479370379202,0.5060219413307895,0.011817314571905546,1,1,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
"Vegan Quinoa, Broccoli, and Kale Curry Recipe",-0.4531774632113229,0.05157099482804503,-0.5105118446017378,1312.0,0.12969512195121952,0.49301829268292685,0.37728658536585363,0.12292987804878051,1,0,False,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
"Vegan Coconut, Lime, and Rum Ice Cream Recipe",-0.679702171149962,0.5438370389238276,0.8365239606814687,3076.82,0.02886096684238922,0.3291970281004413,0.6419420050571694,-0.05224550022425753,1,0,False,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Easy Vegan Pressure-Cooker Miso Risotto Recipe,-0.5107552773727174,1.0499280609818678,-0.24103915827182482,2329.78,0.06416056451682133,0.5962794770321661,0.3395599584510125,0.15589197263260912,1,0,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False
Mak Kimchi,-0.74496445180485,-0.6244542894197641,-0.9452720327595429,226.79999999999998,0.28818342151675486,0.635626102292769,0.0761904761904762,0.3178483245149912,0,1,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False
Amaretto-spiked Chocolate Mousse recipes,-0.3490473737705031,0.19643739814461608,-0.14512653952035734,1858.61,0.11167485378858395,0.40598081361877963,0.4823443325926365,0.051191481806296096,1,0,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False
"Easy Flaked Almond ""Tuna"" Salad recipes",-0.5194420655827536,-0.5441403123861062,-0.25250608109437434,1128.74,0.1296667080107022,0.1806261849495898,0.689707107039708,-0.09576164572886578,1,0,False,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Southern Skillet Black-Eyed Peas with Quick Buttery Biscuits,0.006888204681753721,1.856618214764007,1.5324023628270438,5064.22,0.06622935022570109,0.39276334756388936,0.5410073022104095,0.014671953430143242,1,0,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False
"Butternut, chestnut & lentil cake",0.4456823783682031,2.542111188199977,-0.03316022881732052,4011.28,0.12290341237709658,0.6229333280149977,0.2541632596079057,0.20979537703675633,1,0,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False
Pink Pasta - with a creamy vegan vegetable sauce,-0.21462489467417203,1.0972665069226708,-0.8236407442489286,1831.17,0.1397139533740723,0.7778633332787235,0.08242271334720425,0.32833270531954983,1,0,False,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Garlic Potato Kale Cakes,-0.4883700923699315,0.8019929503669115,-0.6129769906803766,1744.77,0.09028124050734482,0.6905437392894191,0.21917502020323598,0.23754936180700031,1,0,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Ultimate Vegan Lentil Walnut Loaf recipes,-0.07441122343781681,0.9769838192821757,-0.6937368899877607,1934.8300000000002,0.1582567977548415,0.6899624256394619,0.1517807766056966,0.27792777660052825,1,0,False,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
"Homemade Baileys Irish Cream, made vegan. recipes",-0.828268523357506,-0.3169695655588206,0.004025363764375624,1468.62,0.024131497596383,0.25384374446759544,0.7220247579360215,-0.10783048031485334,0,0,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True
"Vegan Potato, Pepper and Olive Phyllo Cups",-0.1929079241490813,1.1931268599527969,-0.18829131328809717,2608.38,0.10107422998182779,0.5734133830193453,0.32551238699882684,0.1620339061026384,1,0,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False
Barbecued Tofu Burger,-0.19045780439753263,0.5777808564109261,-0.6210038366561611,1676.2299999999998,0.15780650626703974,0.6193183513002393,0.22287514243272105,0.2282067496703913,1,0,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
5 Ingredient No Bake Vegan Date Squares recipes,0.18775158997789437,3.6521439518232395,0.5052117977013779,5335.61,0.07503546923407071,0.6230140508770319,0.30195047988889745,0.18113111715436475,1,0,False,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Colin Quinn's Irish Lamb Stew recipes,2.2214623528429325,1.071822092229489,1.8986067338243204,5678.45,0.19913884950998953,0.24751120464211185,0.5533499458478986,-0.007258847044527977,1,0,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Sweet Potato-Black Bean Burgers,-0.05146919303695167,0.7944080402786694,-0.4150087588082186,2113.58,0.1487712790620653,0.5673785709554405,0.28385014998249414,0.18642776710604758,1,0,False,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Gluten- and Dairy-Free Pie Crust,-0.7059852739393025,-0.02960368122271841,0.0021415121578140057,1724.15,0.046028477800655394,0.3401560189078676,0.6138155032914769,-0.034273700084099384,0,0,False,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Homemade Vegan Burgers That Don't Suck Recipe,0.37073098778673597,1.378499910761896,0.4619651173420484,3663.17,0.12723406230123088,0.4459307102864459,0.42683522741232316,0.08849193458125068,1,0,False,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Baked mini gluten free vegan vanilla donuts,-0.8518787682360662,0.29132946478049865,-0.5399163109824183,1314.77,0.02050548765183264,0.6275774470059402,0.3519170653422271,0.15160750549525775,0,0,False,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Dark Chocolate Cherry Walnut Truffles recipes,-0.5952844088011476,0.31397660766808744,0.288405049763603,2333.94,0.05103815865017953,0.3607462059864435,0.5882156353633768,-0.016854760619381792,1,0,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False
Vegan Beet Burgers with Sweet Chili Slaw,-0.31218420841765665,0.8163558652148598,-0.46996808176486643,1975.87,0.11174824254632137,0.6151821729162343,0.2730695845374443,0.19767646656915688,1,0,False,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Appetizer Recipe: Miso Sweet Potato Bites,-0.5970663140750012,0.2939115618318151,-0.6145332159205797,1326.22,0.08933661081871785,0.6236069430411244,0.28705644614015774,0.19012682662001779,1,0,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False
Vegan Snack Recipe: Toast with Hummus & Veggies,-0.828379892437122,-0.6358585513964121,-0.9216829343817268,214.28,0.16520440545081203,0.6331902184058242,0.2016053761433638,0.2423557961545642,0,1,False,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Vegan dal | Hidden veg red lentil dal,-0.03487520017419006,0.4474925426965797,-0.8976023964543728,1331.3,0.24066701720123188,0.7070081874859161,0.0523247953128521,0.3393059415608804,1,0,False,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Vegan Olive Oil Cake w/Candied Rosemary,-0.4844721745833768,2.87633137527976,1.9265368815563877,6079.06,0.026142199616388057,0.4519251331620349,0.521932667221577,0.032032912983257306,1,0,False,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Red Lentil Soup with Lime,-0.3310055828727354,0.050764089499508586,-0.8016078711113157,1035.42,0.20671804678294797,0.6241332019856676,0.16914875123138437,0.2609240694597361,1,0,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False
Our Favorite Chocolate Cake,-0.6449550183098167,1.3793606097790017,-0.09393491977683283,2688.1800000000003,0.037676048478896496,0.607905720599067,0.35441823092203645,0.14813963350668483,1,0,False,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Who Cares Vegan Mac and Cheese recipes,2.454891943717755,2.8501876426351807,1.0479248735743276,6149.910000000001,0.19750532934628312,0.4435577106006429,0.35893696005307396,0.12899359502821994,1,0,False,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
"SEXY CARAMEL SLICE (RAW, VEGAN, XO) recipes",0.18240587415633353,3.5537552954303657,1.1359744595331895,5953.62,0.06692398910242844,0.546054333329974,0.38702167756759753,0.12239242679243888,1,0,False,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
The Saint Jamez Benedict,-0.17876405103786824,-0.13826693213228908,0.41773555788364347,2289.37,0.11737726972922684,0.2208817272874197,0.6617410029833536,-0.07495642906127015,1,0,False,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Mexican Mushroom and Spinach Sandwich (Vegan Torta) Recipe,-0.39270405297991634,0.17760960714543306,-0.4127153742437087,1534.9,0.12501140139422762,0.48248094338393377,0.39250765522183856,0.11274350120529025,1,0,False,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
"Vegan Mushroom ""Jerky"" (Slow-Roasted Mushroom Strips)",-0.8526583517933771,-0.6437662236160689,-0.8463288701192586,282.48,0.09444916454262248,0.45950155763239875,0.4460492778249787,0.07832058906825265,0,1,False,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Roasted Vegan Cauliflower Soup with Parsley-Chive Swirl,0.4706290522021535,0.5803629534622428,2.0462843184604402,4846.4400000000005,0.10357293188402207,0.21459875702577558,0.6818283110902023,-0.08763711095154383,1,0,False,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Vegan “Cream” Of Broccoli Soup With Leeks And Scallions,-0.6191173918389395,-0.20384143849801512,-0.7095448621645611,843.78,0.13102941525042072,0.5415155609282041,0.32745502382137526,0.15767854179999524,1,0,False,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Spaghetti and Soyballs,0.5184063873573532,0.7002690852827542,-0.2658568555234855,2412.15,0.21521049685964802,0.4681300914122256,0.31665941172812634,0.15681736210434677,1,0,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False
Vegan Pumpkin Pie With Rustic Spelt Crust,-0.36798011730519764,1.711267668250314,0.30101866486840756,3468.4400000000005,0.05788192962830551,0.5423072043915996,0.39981086598009474,0.11434420085110311,1,0,False,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Raw Chili recipes,-0.14446237451618643,0.714363031687857,-0.19410668129096162,2263.39,0.12416773070482773,0.5035278939997084,0.3723043752954639,0.12697016422269253,1,0,False,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Vegan Southern-Style Collard Greens With Mushrooms Recipe,-0.30349742020762044,-0.19491168619554547,0.3520464714287527,2130.27,0.10511343632497289,0.2176062189299948,0.6772803447450323,-0.08460758495401989,1,0,False,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Organic Lentil and Rice Stuffed Peppers,0.36148735417862043,1.0535860318045662,-0.6260001387431292,2222.78,0.20818974437416207,0.626206822087656,0.16560343353818188,0.26325862208585643,1,0,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False
Blender Sweet Potato Pie,-0.70041681995851,0.5478177718779407,-0.15298957231296265,1985.0500000000002,0.04098637313921563,0.5117452960882597,0.4472683307725246,0.0828135311453112,1,0,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False
Vegan Hot and Sour Soup with Tofu recipes,-0.016387932957958828,-0.5290780795867597,-0.28330295953207874,1286.78,0.2541537792007958,0.1671458990658854,0.5787003217333189,-0.030505603133402753,1,0,False,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Jackfruit Sloppy Joes,-0.6517485321663836,0.6499719864706508,-0.7426351251667754,1430.58,0.06909085825329588,0.7631869591354555,0.1677221826112486,0.2756853863467964,1,0,False,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Plain Cake Donut,-0.7654563624541666,1.3570900227113964,-0.33375741995129643,2364.8199999999997,0.024526179582378366,0.6840266912492283,0.29144712916839344,0.1935343916238868,0,0,False,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
"Vegan Farro Risotto with Fennel, Peas and Greens",-0.4660962764467615,0.20547473782422399,-0.3346583924587825,1615.03,0.10248726029857032,0.47137204881643063,0.42614069088499906,0.09145279035064363,1,0,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False
Crisp Tofu and Thai Cucumber Raita,-0.6266904892528173,-0.6332226606565265,-0.6260820453347188,613.49,0.1757811863274055,0.22435573521980795,0.5998630784527865,-0.03748227354969111,1,1,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False
CrisSpi Asian Tofu Sandwich,0.7469357387290777,1.6783459308460282,0.014263687713080526,3529.3100000000004,0.17034491161161813,0.5260178335141996,0.30363725487418214,0.17041943042691066,1,0,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Vegan Coconut-Lime Panna Cotta with Mango Jam,-0.7297068878974786,0.028170740300489005,-0.5164910257877815,1188.71,0.059594013678693714,0.5295151887340058,0.4108907975873005,0.10641704032102028,0,0,False,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Asian Asparagus Salad With Peanuts and Mint Dressing [vegan],-0.5325836169774241,-0.25629028485288213,-0.27101697079363285,1317.7199999999998,0.10748869259023162,0.31715387183923754,0.575357435570531,-0.013499074158394797,1,0,False,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Vegan Kale and Black Sesame Sushi Bowl,-0.5580871362094537,0.5722939001768785,-0.5881592934287159,1576.2,0.08405024743052911,0.6560334982870194,0.25991625428245146,0.2096535972592311,1,0,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False
Roasted Sweet Potato Salad with Candied Walnuts recipes,-0.7207973615282106,-0.18813368143583956,-0.43253676940840136,1123.32,0.06591176156393548,0.4171562867215042,0.5169319517145604,0.03155645764341422,0,0,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False
Vegan Curry Butternut Squash Soup With Kale Recipe,-0.5097529556561747,0.06012419131053106,-0.4725890926957349,1339.71,0.11184510080539818,0.4875682050593039,0.40058669413529796,0.10840480402475164,1,0,False,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Vegan Cream of Mushroom and Wild Rice Soup,-0.40094536487148924,0.17131574558284907,-0.4169745170063699,1522.58,0.12407886613511276,0.4833112217420431,0.39260991212284413,0.11276517490049785,1,0,False,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
